time (s),altitude (m)
2097000.0,392303.4168461431
2098000.0,397643.7490731776
2099000.0,394108.52349801734
2100000.0,385773.1989205666
2101000.0,382283.52954285685
2102000.0,387686.50667930674
2103000.0,395702.48021409195
2104000.0,397052.98429122847
2105000.0,390174.93936570454
2106000.0,383011.47647918947
2107000.0,383866.0262513086
2108000.0,391738.7361704996
2109000.0,397496.99743319675
2110000.0,394485.2113378048
2111000.0,386174.37935602944
2112000.0,382179.9655104792
2113000.0,387134.93442719243
2114000.0,395278.5894044442
2115000.0,397182.21155651007
2116000.0,390644.41504210234
2117000.0,383213.8141801413
2118000.0,383502.23488457594
2119000.0,391167.59826004505
2120000.0,397315.305238531
2121000.0,394838.57555753924
2122000.0,386590.8439844856
2123000.0,382112.48213388026
2124000.0,386598.00207757764
2125000.0,394831.1105682198
2126000.0,397277.0451759361
2127000.0,391108.34808149375
2128000.0,383446.11565110553
2129000.0,383169.0520392982
2130000.0,390592.2347156536
2131000.0,397099.77543877624
2132000.0,395167.535379
2133000.0,387020.52783331834
2134000.0,382080.57926585525
2135000.0,386077.65953771304
2136000.0,394362.0521921413
2137000.0,397337.01613609865
2138000.0,391564.14807590004
2139000.0,383706.34296278656
2140000.0,382867.26650142483
2141000.0,390015.04007292073
2142000.0,396851.21286083106
2143000.0,395470.1288405424
2144000.0,387460.9128782898
2145000.0,382084.048379167
2146000.0,385576.0610438725
2147000.0,393873.3357418319
2148000.0,397361.6768991463
2149000.0,392009.62556000054
2150000.0,383993.2794420831
2151000.0,382598.19764675386
2152000.0,389438.6684946362
2153000.0,396570.9468800435
2154000.0,395745.2889273828
2155000.0,387909.5797855118
2156000.0,382121.7711910177
2157000.0,385094.8420027476
2158000.0,393367.5354703404
2159000.0,397351.63193476666
2160000.0,392442.78024587035
2161000.0,384304.4006854426
2162000.0,382361.7057008175
2163000.0,388865.26148679014
2164000.0,396260.66264272016
2165000.0,395991.86383300554
2166000.0,388364.2113590278
2167000.0,382193.30181621574
2168000.0,384635.6994930897
2169000.0,392846.5160985561
2170000.0,397306.6641354887
2171000.0,392861.41587795597
2172000.0,384638.37941032834
2173000.0,382158.84778676555
2174000.0,388297.0342813553
2175000.0,395921.06195218023
2176000.0,396208.4520603148
2177000.0,388822.69308516197
2178000.0,382298.0104748374
2179000.0,384200.5943946792
2180000.0,392312.59344545845
2181000.0,397226.8466053456
2182000.0,393263.33361533005
2183000.0,384993.01545692515
2184000.0,381989.9331175508
2185000.0,387736.64815917145
2186000.0,395554.27642202936
2187000.0,396394.12716220133
2188000.0,389282.16259639245
2189000.0,382434.6374217672
2190000.0,383791.1016911082
2191000.0,391768.11963735335
2192000.0,397112.4531941386
2193000.0,393646.44121008087
2194000.0,385366.38119887095
2195000.0,381855.6249877224
2196000.0,387186.1834197026
2197000.0,395161.125363376
2198000.0,396547.5461820746
2199000.0,389740.61981892213
2200000.0,382602.4980235798
2201000.0,383408.58645721525
2202000.0,391215.0487496434
2203000.0,396964.0489545325
2204000.0,394009.14906408265
2205000.0,385756.425985137
2206000.0,381755.69752667286
2207000.0,386647.88433992397
2208000.0,394744.1274334723
2209000.0,396668.6406732416
2210000.0,390195.36628362816
2211000.0,382799.7782362113
2212000.0,383054.28415256646
2213000.0,390656.11952047795
2214000.0,396782.5539565515
2215000.0,394349.7630380057
2216000.0,386160.95722887386
2217000.0,381689.93480640464
2218000.0,386123.49921796937
2219000.0,394304.7187708644
2220000.0,396756.88037324883
2221000.0,390644.7180210762
2222000.0,383025.293641191
2223000.0,382729.0706715984
2224000.0,390093.3679062333
2225000.0,396569.07090989314
2226000.0,394667.05899996404
2227000.0,386577.8166946778
2228000.0,381657.88080888987
2229000.0,385614.96272439044
2230000.0,393844.9383629048
2231000.0,396812.21569065657
2232000.0,391086.4894644683
2233000.0,383277.387569882
2234000.0,382433.6317874193
2235000.0,389528.90674410854
2236000.0,396324.15974844806
2237000.0,394959.34728582576
2238000.0,387004.86968891136
2239000.0,381659.5964329969
2240000.0,385124.4321202813
2241000.0,393366.4834403973
2242000.0,396833.736804313
2243000.0,391518.1592756361
2244000.0,383554.8412720319
2245000.0,382169.45561494865
2246000.0,388965.1686402634
2247000.0,396048.6493756408
2248000.0,395224.9206230501
2249000.0,387439.9306030134
2250000.0,381694.5979270404
2251000.0,384653.48496313766
2252000.0,392871.2333959192
2253000.0,396821.39342243783
2254000.0,391937.91779279336
2255000.0,383856.0463828817
2256000.0,381937.1082800785
2257000.0,388404.37670904305
2258000.0,395744.0902082501
2259000.0,395462.93515326455
2260000.0,387880.5385179473
2261000.0,381761.8826820683
2262000.0,384204.1814469034
2263000.0,392362.07009152137
2264000.0,396775.95953699294
2265000.0,392343.394888171
2266000.0,384178.33490982465
2267000.0,381736.6197121022
2268000.0,387848.93223708123
2269000.0,395412.07736221794
2270000.0,395672.32728015725
2271000.0,388324.44107623305
2272000.0,381860.5913061155
2273000.0,383777.5617206516
2274000.0,391840.3689724477
2275000.0,396697.13414040394
2276000.0,392733.0673803929
2277000.0,384520.6908101635
2278000.0,381568.78399527166
2279000.0,387300.83314430155
2280000.0,395053.81925064046
2281000.0,395852.1174048381
2282000.0,388769.4912530156
2283000.0,381989.9986055894
2284000.0,383375.54858117085
2285000.0,391308.547198182
2286000.0,396585.29909763765
2287000.0,393104.8262456162
2288000.0,384881.0296137836
2289000.0,381433.9931260012
2290000.0,386762.23173122015
2291000.0,394670.4790895004
2292000.0,396001.2392713446
2293000.0,389213.5012736488
2294000.0,382148.95987478364
2295000.0,382999.0750260595
2296000.0,390768.5316067254
2297000.0,396441.07113967463
2298000.0,393457.26656974293
2299000.0,385257.16040143557
2300000.0,381331.460375214
2301000.0,386234.74418173265
2302000.0,394264.3913174905
2303000.0,396120.03989481926
2304000.0,389654.5492564738
2305000.0,382336.0830851877
2306000.0,382649.20115260594
2307000.0,390222.77966013085
2308000.0,396265.44487455953
2309000.0,393788.84069789667
2310000.0,385647.31900740415
2311000.0,381261.9160335697
2312000.0,385720.79369906336
2313000.0,393836.635056342
2314000.0,396206.87728515454
2315000.0,390090.0754199391
2316000.0,382550.26633587666
2317000.0,382327.3822512906
2318000.0,389673.3280928368
2319000.0,396058.736681642
2320000.0,394097.66237767413
2321000.0,386049.1974537121
2322000.0,381224.7823499283
2323000.0,385222.1054099249
2324000.0,393389.40973002464
2325000.0,396262.1140890727
2326000.0,390518.36969020497
2327000.0,382790.1488030618
2328000.0,382034.20211491454
2329000.0,389122.0889769411
2330000.0,395822.06074508093
2331000.0,394382.7452363102
2332000.0,386460.9668181408
2333000.0,381219.82159416005
2334000.0,384740.28135880455
2335000.0,392924.15770053864
2336000.0,396285.19427118823
2337000.0,390937.2203795053
2338000.0,383054.01868760213
2339000.0,381770.4666380603
2340000.0,388571.59442587476
2341000.0,395556.54282246064
2342000.0,394642.7247427618
2343000.0,386880.16105118394
2344000.0,381245.98826641403
2345000.0,384276.9975267155
2346000.0,392443.35595599096
2347000.0,396276.7959691435
2348000.0,391344.9612707086
2349000.0,383340.1756097153
2350000.0,381536.43084840104
2351000.0,388023.35701111704
2352000.0,395263.4112024009
2353000.0,394877.14342234004
2354000.0,387305.53074786905
2355000.0,381302.96530756727
2356000.0,383833.2512126416
2357000.0,391948.2532986682
2358000.0,396236.72735656705
2359000.0,391740.0383045729
2360000.0,383647.3166085519
2361000.0,381332.79774931446
2362000.0,387479.6979373498
2363000.0,394943.66281932406
2364000.0,395084.14416936226
2365000.0,387734.1072905334
2366000.0,381390.1301476676
2367000.0,383411.37757391017
2368000.0,391441.2013472207
2369000.0,396164.70356696285
2370000.0,392119.97151503153
2371000.0,383973.6680266885
2372000.0,381160.1964389272
2373000.0,386942.74184189085
2374000.0,394598.6787235681
2375000.0,395263.3282101853
2376000.0,388164.3369882135
2377000.0,381506.628233091
2378000.0,383012.53960979544
2379000.0,390924.20758825075
2380000.0,396061.233455427
2381000.0,392483.062869248
2382000.0,384317.15198875684
2383000.0,381018.8978618998
2384000.0,386414.56735544465
2385000.0,394229.7314382512
2386000.0,395413.3329682844
2387000.0,388593.8176588174
2388000.0,381651.5611921912
2389000.0,382637.8018709207
2390000.0,390398.8092575595
2391000.0,395926.8773736637
2392000.0,392828.3486708505
2393000.0,384676.6053564176
2394000.0,380908.65361322276
2395000.0,385896.4740229938
2396000.0,393838.4333228078
2397000.0,395534.38405570574
2398000.0,389021.03777757473
2399000.0,381823.53072096873
2400000.0,382288.0724911038
2401000.0,389867.406634734
2402000.0,395762.36390972324
2403000.0,393154.0649683997
2404000.0,385049.52103231475
2405000.0,380829.4064735668
2406000.0,385390.7072736556
2407000.0,393426.41443860997
2408000.0,395625.4678976685
2409000.0,389443.4527199287
2410000.0,382021.49900349043
2411000.0,381964.7614218686
2412000.0,389332.0260694651
2413000.0,395568.21723039635
2414000.0,393458.6346980622
2415000.0,385434.265554443
2416000.0,380781.0945348395
2417000.0,384898.8980444465
2418000.0,392995.2604092695
2419000.0,395686.51181289926
2420000.0,389859.62696809135
2421000.0,382244.3062648084
2422000.0,381668.58979369607
2423000.0,388794.6203964297
2424000.0,395345.24722069036
2425000.0,393740.6872699531
2426000.0,385828.79075306933
2427000.0,380763.6985106431
2428000.0,384422.998223559
2429000.0,392546.4079382848
2430000.0,395716.67381206155
2431000.0,390267.2032658132
2432000.0,382490.7035396192
2433000.0,381400.47270001937
2434000.0,388256.79986483604
2435000.0,395093.9702547183
2436000.0,393999.1438046368
2437000.0,386231.4455184126
2438000.0,380776.3810652513
2439000.0,383964.2083887905
2440000.0,392082.1747045228
2441000.0,395716.93854722846
2442000.0,390664.77742407005
2443000.0,382758.4240969056
2444000.0,381160.26094627474
2445000.0,387721.17665501963
2446000.0,394816.69163942523
2447000.0,394233.30874075927
2448000.0,386639.62170046475
2449000.0,380818.10652934294
2450000.0,383523.9163387343
2451000.0,391604.1943244692
2452000.0,395686.84141135216
2453000.0,391050.20649258327
2454000.0,383046.3994708946
2455000.0,380949.0640489841
2456000.0,387189.3294699481
2457000.0,394513.5978834294
2458000.0,394441.9334320659
2459000.0,387052.06199268345
2460000.0,380889.05944543425
2461000.0,383103.56460337434
2462000.0,391113.7725404985
2463000.0,395626.5797675932
2464000.0,391422.56129663996
2465000.0,383353.6362596303
2466000.0,380767.2038872028
2467000.0,386662.85634730477
2468000.0,394185.7880177554
2469000.0,394624.1488723587
2470000.0,387466.7271096511
2471000.0,380988.2198073063
2472000.0,382704.6738434052
2473000.0,390613.09284947626
2474000.0,395536.1478496352
2475000.0,391779.50469521154
2476000.0,383677.8110596044
2477000.0,380614.49151596986
2478000.0,386143.64373271447
2479000.0,393834.9304394098
2480000.0,394779.5043075178
2481000.0,387881.5726978015
2482000.0,381114.40382447187
2483000.0,382328.083258803
2484000.0,390104.1113910768
2485000.0,395416.49313998874
2486000.0,392119.8804609915
2487000.0,384017.2964758482
2488000.0,380491.5906628473
2489000.0,385633.9040977508
2490000.0,393462.25223538186
2491000.0,394906.99384824745
2492000.0,388294.5829401938
2493000.0,381266.9718719777
2494000.0,381975.3379635224
2495000.0,389588.7130102487
2496000.0,395267.5453809332
2497000.0,392441.8085815031
2498000.0,384370.3326812647
2499000.0,380398.1335920766
2500000.0,385135.1793876821
2501000.0,393069.4683264503
2502000.0,395006.4848249825
2503000.0,388704.0534484014
2504000.0,381444.5362340417
2505000.0,381646.9652139442
2506000.0,389068.6076345453
2507000.0,395090.49664913584
2508000.0,392744.70084901806
2509000.0,384735.56427701656
2510000.0,380334.2118884111
2511000.0,384648.91227287427
2512000.0,392657.84669676516
2513000.0,395077.71571351215
2514000.0,389108.2563476227
2515000.0,381645.94028763287
2516000.0,381343.58269656077
2517000.0,388545.4875760358
2518000.0,394885.74036770314
2519000.0,393026.8883909853
2520000.0,385110.85188184585
2521000.0,380299.2590634534
2522000.0,384176.6840955522
2523000.0,392228.7622438604
2524000.0,395120.0881689107
2525000.0,389505.39513785485
2526000.0,381870.13897048496
2527000.0,381066.3771396503
2528000.0,388021.4762841072
2529000.0,394654.34597704373
2530000.0,393287.45770705584
2531000.0,385494.4642408639
2532000.0,380292.8888669526
2533000.0,383719.8189493874
2534000.0,391784.10523389466
2535000.0,395133.8544750791
2536000.0,389893.8497491898
2537000.0,382115.78856784943
2538000.0,380815.8677738989
2539000.0,387498.3921812298
2540000.0,394396.95820160676
2541000.0,393525.05444774963
2542000.0,385884.6933630826
2543000.0,380315.0180159118
2544000.0,383280.0988939693
2545000.0,391325.32070061844
2546000.0,395118.5408884613
2547000.0,390271.65243808925
2548000.0,382381.31430230103
2549000.0,380592.31408267375
2550000.0,386977.68833927065
2551000.0,394114.75516155176
2552000.0,393739.35970269144
2553000.0,386279.90474618226
2554000.0,380364.706380412
2555000.0,382858.4337386694
2556000.0,390854.2063210886
2557000.0,395074.8984009698
2558000.0,390637.845245718
2559000.0,382665.5531030996
2560000.0,380396.1253206236
2561000.0,386461.23267182615
2562000.0,393808.68537517916
2563000.0,393928.86818328593
2564000.0,386677.8266903488
2565000.0,380441.33167938516
2566000.0,382456.38222221006
2567000.0,390372.4030682724
2568000.0,395002.5788932713
2569000.0,390990.362467926
2570000.0,382966.7920729909
2571000.0,380227.8279371923
2572000.0,385950.89178419765
2573000.0,393479.8963863887
2574000.0,394093.2892529024
2575000.0,387077.3380478658
2576000.0,380544.4810075639
2577000.0,382074.8092774572
2578000.0,389881.2977848686
2579000.0,394902.1369816819
2580000.0,391328.1201098431
2581000.0,383283.68601114955
2582000.0,380087.3693123972
2583000.0,385448.2995115416
2584000.0,393129.86743314937
2585000.0,394231.91176699474
2586000.0,387476.2948144125
2587000.0,380672.93647486717
2588000.0,381714.9000404095
2589000.0,389383.0406554006
2590000.0,394773.85446055606
2591000.0,391649.52139193844
2592000.0,383614.6440728167
2593000.0,379974.9653261015
2594000.0,384954.81308104284
2595000.0,392759.51847423986
2596000.0,394344.11908691376
2597000.0,387872.9083183659
2598000.0,380825.7602968365
2599000.0,381377.7163420515
2600000.0,388879.4037735136
2601000.0,394618.4377194131
2602000.0,391953.17550853454
2603000.0,383957.68358583935
2604000.0,379890.3981244182
2605000.0,384472.4150551846
2606000.0,392370.6297815703
2607000.0,394429.4990855502
2608000.0,388265.31637191214
2609000.0,381001.89578341134
2610000.0,381063.9647063473
2611000.0,388371.93922708463
2612000.0,394436.27738663275
2613000.0,392237.9952697251
2614000.0,384311.6079599904
2615000.0,379833.7649287088
2616000.0,384002.4120301651
2617000.0,391964.26570906583
2618000.0,394487.9112570379
2619000.0,388652.4640817968
2620000.0,381200.65218360163
2621000.0,380774.3647281043
2622000.0,387862.08422716055
2623000.0,394228.2503273692
2624000.0,392503.25269577466
2625000.0,384674.7356756767
2626000.0,379804.4157934049
2627000.0,383545.9812065754
2628000.0,391541.94452511054
2629000.0,394519.138797516
2630000.0,389032.3024493735
2631000.0,381420.31365557574
2632000.0,380509.60532195214
2633000.0,387352.0201418707
2634000.0,393995.0175036434
2635000.0,392747.2186616091
2636000.0,385044.9919076832
2637000.0,379802.2237944519
2638000.0,383104.9190499056
2639000.0,391105.3432472311
2640000.0,394522.9400061639
2641000.0,389403.0371237537
2642000.0,381659.6944526341
2643000.0,380270.26125539746
2644000.0,386843.38490868453
2645000.0,393737.6929695429
2646000.0,392969.39360171463
2647000.0,385421.0279674437
2648000.0,379826.83692292497
2649000.0,382680.31456234585
2650000.0,390655.73952725064
2651000.0,394499.47259681206
2652000.0,389763.82711699884
2653000.0,381918.0319270184
2654000.0,380056.7246465087
2655000.0,386337.34554684255
2656000.0,393456.9251743434
2657000.0,393169.07548258547
2658000.0,385801.1774830716
2659000.0,379877.12675076444
2660000.0,382273.0573004307
2661000.0,390195.01938601304
2662000.0,394449.0974795427
2663000.0,390112.67642187607
2664000.0,382193.1205326747
2665000.0,379869.15544534754
2666000.0,385836.09552175365
2667000.0,393153.99262933433
2668000.0,393345.22743745055
2669000.0,386183.6049756473
2670000.0,379952.9728091797
2671000.0,381884.7922427729
2672000.0,389724.7549549546
2673000.0,394371.9478032952
2674000.0,390448.4548553042
2675000.0,382483.84634379204
2676000.0,379707.5216084616
2677000.0,385340.8880494302
2678000.0,392830.3315209644
2679000.0,393497.7199086696
2680000.0,386566.8469530223
2681000.0,380053.3010881534
2682000.0,381516.0674634995
2683000.0,389246.27991037443
2684000.0,394268.2895996142
2685000.0,390769.8189451089
2686000.0,382788.95996849146
2687000.0,379572.3111214256
2688000.0,384853.1881904155
2689000.0,392486.6221312927
2690000.0,393625.7589063188
2691000.0,386949.260336644
2692000.0,380177.2129438212
2693000.0,381167.74860017095
2694000.0,388761.09282064065
2695000.0,394138.4046594268
2696000.0,391075.74260531645
2697000.0,383107.2308954401
2698000.0,379463.50673347525
2699000.0,384374.3629211299
2700000.0,392124.0253041554
2701000.0,393728.87246569525
2702000.0,387329.2665437162
2703000.0,380323.9676170405
2704000.0,380840.8285468053
2705000.0,388271.1216348596
2706000.0,393983.2341673756
2707000.0,391364.85296907555
2708000.0,383436.60880611744
2709000.0,379380.9114085557
2710000.0,383906.25854381267
2711000.0,391744.1194757428
2712000.0,393806.64559071045
2713000.0,387705.1483095903
2714000.0,380492.48299806006
2715000.0,380536.1677324334
2716000.0,387777.83456831146
2717000.0,393803.197289234
2718000.0,391636.3481763024
2719000.0,383775.9399668919
2720000.0,379324.2509799544
2721000.0,383449.69272300415
2722000.0,391347.9586154176
2723000.0,393859.2122111218
2724000.0,388075.8734132126
2725000.0,380681.9934809506
2726000.0,380254.05464611296
2727000.0,387282.32670522016
2728000.0,393598.5043017296
2729000.0,391888.9302067263
2730000.0,384123.8577852007
2731000.0,379293.5076154396
2732000.0,383006.0402540546
2733000.0,390936.73269074317
2734000.0,393885.95597846154
2735000.0,388439.78497951385
2736000.0,380891.4180554999
2737000.0,379995.4015779365
2738000.0,386786.6352192359
2739000.0,393370.29468094
2740000.0,392121.634189819
2741000.0,384478.3531043241
2742000.0,379288.20765292924
2743000.0,382577.00771907624
2744000.0,390512.34910357185
2745000.0,393887.1382524986
2746000.0,388795.03868259676
2747000.0,381119.2376854168
2748000.0,379760.6486042673
2749000.0,386292.2766319867
2750000.0,393119.3549156692
2751000.0,392333.96354730334
2752000.0,384838.30968964845
2753000.0,379307.6985121127
2754000.0,382163.2423549406
2755000.0,390076.0266937325
2756000.0,393862.7995636165
2757000.0,389140.539614073
2758000.0,381364.4043207085
2759000.0,379550.2630016552
2760000.0,385800.84495933354
2761000.0,392846.4699553028
2762000.0,392524.579477177
2763000.0,385201.8963887701
2764000.0,379352.05692521576
2765000.0,381766.3236076422
2766000.0,389628.8689881936
2767000.0,393812.6542738946
2768000.0,389475.0758093912
2769000.0,381625.9089214392
2770000.0,379364.2827874981
2771000.0,385313.4985170197
2772000.0,392552.85492033046
2773000.0,392693.6197775658
2774000.0,385567.74100778904
2775000.0,379419.8605673397
2776000.0,381386.7180327624
2777000.0,389172.6029039379
2778000.0,393737.36609324906
2779000.0,389797.2102746507
2780000.0,381902.0386601705
2781000.0,379202.9332148833
2782000.0,384832.00096789
2783000.0,392239.33466367144
2784000.0,392839.8512154501
2785000.0,385934.3214242123
2786000.0,379511.0064123403
2787000.0,381025.74711784907
2788000.0,388708.8233771855
2789000.0,393637.3334959978
2790000.0,390105.7920444077
2791000.0,382191.5159410769
2792000.0,379066.23741600383
2793000.0,384357.6568369968
2794000.0,391907.23166487366
2795000.0,392963.2781851338
2796000.0,386300.0688137738
2797000.0,379624.30692498665
2798000.0,380684.0596560994
2799000.0,388238.77418376505
2800000.0,393512.593742745
2801000.0,390399.8075665133
2802000.0,382493.3765895935
2803000.0,378954.25934415404
2804000.0,383891.33419749886
2805000.0,391557.14002233837
2806000.0,393063.4241753295
2807000.0,386663.91830450576
2808000.0,379759.02856850065
2809000.0,380361.9972206149
2810000.0,387763.693176209
2811000.0,393364.06536106206
2812000.0,390678.55910739675
2813000.0,382806.0384956347
2814000.0,378866.6961924918
2815000.0,383434.6862374237
2816000.0,391190.84647845663
2817000.0,393140.1419857973
2818000.0,387024.0811308846
2819000.0,379914.2633984247
2820000.0,380060.7387307314
2821000.0,387285.5340252649
2822000.0,393192.1876555057
2823000.0,390940.6671840027
2824000.0,383128.1032168465
2825000.0,378803.6905271327
2826000.0,382988.96715889685
2827000.0,390809.0539456727
2828000.0,393192.8977817483
2829000.0,387379.4411745751
2830000.0,380089.3125662636
2831000.0,379780.72996740416
2832000.0,386805.07733527385
2833000.0,392996.980773272
2834000.0,391184.9945936315
2835000.0,383458.2816465786
2836000.0,378765.0816941466
2837000.0,382555.27053813636
2838000.0,390412.931872298
2839000.0,393221.43561162334
2840000.0,387728.54786094744
2841000.0,380283.25506541226
2842000.0,379522.7152111279
2843000.0,386324.26830911264
2844000.0,392779.67034896
2845000.0,391411.1656892104
2846000.0,383795.1205792632
2847000.0,378750.1907935338
2848000.0,382134.73768405244
2849000.0,390004.27501519304
2850000.0,393226.1550674131
2851000.0,388069.9276766181
2852000.0,380494.67657904886
2853000.0,379287.0232530646
2854000.0,385844.42689951323
2855000.0,392540.8147302447
2856000.0,391617.9517406598
2857000.0,384137.1957632238
2858000.0,378759.02145726234
2859000.0,381728.6290267827
2860000.0,389583.80330259074
2861000.0,393206.66440480854
2862000.0,388402.57712943107
2863000.0,380722.7403052738
2864000.0,379073.5910916887
2865000.0,385366.3699268596
2866000.0,392281.179215217
2867000.0,391805.3641156098
2868000.0,384483.5615507448
2869000.0,378790.8853268251
2870000.0,381337.42558464594
2871000.0,389152.7816815227
2872000.0,393163.1608506646
2873000.0,388725.304822064
2874000.0,380966.2918703165
2875000.0,378883.2614793852
2876000.0,384892.18483882584
2877000.0,392001.75405422505
2878000.0,391971.9831755012
2879000.0,384831.92135361023
2880000.0,378844.99206585716
2881000.0,380962.6342005236
2882000.0,388713.22586750984
2883000.0,393096.12798914965
2884000.0,389036.5810000524
2885000.0,381223.8785267258
2886000.0,378715.98873659875
2887000.0,384423.1141865328
2888000.0,391703.41398917884
2889000.0,392117.4803649541
2890000.0,385181.34154250566
2891000.0,378921.07097428665
2892000.0,380605.020685412
2893000.0,388266.02119225916
2894000.0,393005.53306066804
2895000.0,389335.4646335179
2896000.0,381494.4614289971
2897000.0,378571.8414379973
2898000.0,383960.1905865194
2899000.0,391387.3242124738
2900000.0,392241.9712656494
2901000.0,385530.7480168147
2902000.0,379018.2715844987
2903000.0,380264.94501450006
2904000.0,387812.37977737654
2905000.0,392891.8888768051
2906000.0,389621.2438310748
2907000.0,381776.76887478493
2908000.0,378450.403322353
2909000.0,383504.505818245
2910000.0,391054.59690630063
2911000.0,392344.9009383293
2912000.0,385878.3066391265
2913000.0,379135.2315192688
2914000.0,379943.0779397497
2915000.0,387354.0371077573
2916000.0,392756.0436077751
2917000.0,389892.81544839405
2918000.0,382069.47570058145
2919000.0,378352.088126258
2920000.0,383057.5421496611
2921000.0,390705.94006138947
2922000.0,392425.7905177623
2923000.0,386223.19831736665
2924000.0,379272.1554310741
2925000.0,379640.620036602
2926000.0,386892.00473965146
2927000.0,392597.7561248159
2928000.0,390148.92453248147
2929000.0,382371.4863419151
2930000.0,378276.8149951175
2931000.0,382620.4021127671
2932000.0,390342.393750526
2933000.0,392484.07061590813
2934000.0,386563.7989181569
2935000.0,379427.8708215114
2936000.0,379357.8401196161
2937000.0,386427.4861919563
2938000.0,392417.7020082902
2939000.0,390389.16096212436
2940000.0,382681.7626257222
2941000.0,378224.34644663334
2942000.0,382193.8962747883
2943000.0,389965.1144070383
2944000.0,392520.20204144437
2945000.0,386899.1381339114
2946000.0,379601.3374369079
2947000.0,379095.2224499369
2948000.0,385962.0518258428
2949000.0,392216.69405556284
2950000.0,390612.3142733453
2951000.0,382998.5455666166
2952000.0,378194.29841017444
2953000.0,381779.5376056293
2954000.0,389575.5467427969
2955000.0,392533.7321845796
2956000.0,387227.6807540357
2957000.0,379791.6016831361
2958000.0,378853.2476930963
2959000.0,385496.9311314197
2960000.0,391995.2578268992
2961000.0,390818.0415427955
2962000.0,383320.94245457277
2963000.0,378186.4151124107
2964000.0,381377.97807007283
2965000.0,389174.39356602076
2966000.0,392524.73062860593
2967000.0,387548.694675982
2968000.0,379998.0217607096
2969000.0,378632.21749961283
2970000.0,385033.0969022922
2971000.0,391754.045277033
2972000.0,391005.65484165493
2973000.0,383647.72697541025
2974000.0,378199.9844536837
2975000.0,380989.70381085016
2976000.0,388762.92201660015
2977000.0,392493.6571247885
2978000.0,387861.1040751757
2979000.0,380219.1639934741
2980000.0,378431.9804132506
2981000.0,384571.7887419546
2982000.0,391494.1326065343
2983000.0,391174.76538424566
2984000.0,383977.4060773598
2985000.0,378234.70432183705
2986000.0,380616.17107001785
2987000.0,388342.61111613736
2988000.0,392440.5525782127
2989000.0,388163.69632404484
2990000.0,380454.0129699847
2991000.0,378253.05541792884
2992000.0,384114.5229234565
2993000.0,391216.4024747424
2994000.0,391324.7732953895
2995000.0,384308.7687723879
2996000.0,378289.8190196771
2997000.0,380257.88752327394
2998000.0,387914.597185405
2999000.0,392365.4304114748
3000000.0,388455.33792255074
3001000.0,380701.7197069125
3002000.0,378095.6829904476
3003000.0,383662.13962886017
3004000.0,390920.96737718396
3005000.0,391454.74316277076
3006000.0,384640.8587818695
3007000.0,378365.5215498395
3008000.0,379915.85340449493
3009000.0,387479.65963451285
3010000.0,392268.34474793077
3011000.0,388735.0741937207
3012000.0,380961.22114364896
3013000.0,377960.03582202643
3014000.0,383216.14915678184
3015000.0,390609.2265396351
3016000.0,391564.5895375805
3017000.0,384971.9787040744
3018000.0,378460.4697745433
3019000.0,379590.8694662582
3020000.0,387039.5351058822
3021000.0,392149.7934611868
3022000.0,389001.80647342745
3023000.0,381231.06202186365
3024000.0,377845.86169951316
3025000.0,382777.6689669145
3026000.0,390282.4808532633
3027000.0,391654.25632852595
3028000.0,385301.0885697929
3029000.0,378573.767995554
3030000.0,379283.0106720906
3031000.0,386595.31778848264
3032000.0,392010.71825516317
3033000.0,389255.3168153791
3034000.0,381510.3594743181
3035000.0,377752.6998872049
3036000.0,382346.9407780757
3037000.0,389940.95712929405
3038000.0,391723.5311361449
3039000.0,385627.60755687207
3040000.0,378705.33329105563
3041000.0,378992.89467350673
3042000.0,386147.6898640897
3043000.0,391850.8673237618
3044000.0,389494.41501080524
3045000.0,381798.14222058933
3046000.0,377681.3017588062
3047000.0,381926.04003225546
3048000.0,389586.1469067279
3049000.0,391771.828828305
3050000.0,385949.59305264615
3051000.0,378854.02816901356
3052000.0,378721.4672305593
3053000.0,385698.37875496596
3054000.0,391671.10011490155
3055000.0,389718.148730373
3056000.0,382092.6852589315
3057000.0,377630.5033057006
3058000.0,381515.2063195463
3059000.0,389218.9052222604
3060000.0,391799.43862562627
3061000.0,386266.3552104598
3062000.0,379018.82030615304
3063000.0,378468.6852550339
3064000.0,385248.4064829992
3065000.0,391471.89294207375
3066000.0,389926.3703553062
3067000.0,382393.6671046959
3068000.0,377600.7894651294
3069000.0,381115.6472261613
3070000.0,388840.0943860607
3071000.0,391805.9287385857
3072000.0,386576.74614727125
3073000.0,379199.55347523466
3074000.0,378235.5106270192
3075000.0,384798.985779793
3076000.0,391253.690724886
3077000.0,390117.6594103854
3078000.0,382699.1200216552
3079000.0,377591.5365852583
3080000.0,380728.3802443547
3081000.0,388451.10571072437
3082000.0,391791.66944785416
3083000.0,386879.7338568643
3084000.0,379394.46073312126
3085000.0,378021.4776678756
3086000.0,384351.0998661304
3087000.0,391017.5286845369
3088000.0,390292.1304129679
3089000.0,383008.2514809184
3090000.0,377602.0368394032
3091000.0,380353.7912302185
3092000.0,388052.8699159231
3093000.0,391756.8459545821
3094000.0,387174.41268769465
3095000.0,379602.938707659
3096000.0,377826.9174604304
3097000.0,383905.8937129956
3098000.0,390764.2702549044
3099000.0,390449.54824205954
